Defense #, RE, NT, LE, ROLB, RILB, LILB, LOLB, RCB, LCB, FS, SS,
Defense: D5,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEE5: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // PassRush; ,B4DA: 63%CPUTeamJumpsTo:56% m2m-TE; // m2m-HB; // F5-Pause(5A C8); PassRush ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B504: 44% m2m-WR1; // 56% m2m-FB; // m2m-HB; ,B514: 44% m2m-WR2; // 44% m2m-TE; // 81%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // F4-Pause(1E); ,B4B3: 75%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // ,B4C1: 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(3C); 56%  // F4-Pause(00); ,
Defense: D6,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEE5: 44%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // PassRush; ,B521: 56% 63%CPUTeamJumpsTo:56% m2m-TE; // m2m-HB; // F5-Pause(5A C8); PassRush // 11-m2m-HB; ; m2m-HB; ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B504: 44% m2m-WR1; // 56% m2m-FB; // m2m-HB; ,B514: 44% m2m-WR2; // 44% m2m-TE; // 81%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // F4-Pause(1E); ,B531: 56% 13-m2m-WR1; ; m2m-WR1; // 12-m2m-FB; ; m2m-FB; ,B53B: 56% 15-m2m-TE; ; m2m-TE; // 14-m2m-WR2; ; m2m-WR2; ,
Defense: D7,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B00C: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B545: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(C8); ,B558: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56%  56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F4-Pause(6E); ,
Defense: D8,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B571: 44% m2m-WR1; // 44% 06% m2m-FB; // F4-Pause(1E); m2m-FB; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B57E: 44% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 44%  m2m-TE; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B545: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(C8); ,B558: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56%  56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F4-Pause(6E); ,
Defense: D9,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,BC6C: 56%CPUTeamJumpsTo:56% m2m-WR1; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B571: 44% m2m-WR1; // 44% 06% m2m-FB; // F4-Pause(1E); m2m-FB; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B57E: 44% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 44%  m2m-TE; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B591: 56% 06% 12-m2m-FB; ; m2m-FB; // F4-Pause(64); 12-m2m-FB; ; m2m-FB; // 13-m2m-WR1; ; m2m-WR1; ,B59E: 56% 15-m2m-TE; ; m2m-TE; // 06% 14-m2m-WR2; ; m2m-WR2; // 14-m2m-WR2; ; m2m-WR2; ,
Defense: DA,A704: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A714: Boost-RS(0F); Boost-MS(30); Boost-HP(20); F3-Pause(28); PassRush; ,A723: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A733: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,A743: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A753: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A763: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,B5AB: ,B5B2: ,B5B9: ,B5C0: ,
Defense: DB,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,B4DA: 63%CPUTeamJumpsTo:56% m2m-TE; // m2m-HB; // F5-Pause(5A C8); PassRush ,B617: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B5C7: 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F5-Pause(5A C8); PassRush ,B5DB: 81%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // F5-Pause(5A C8); PassRush ,B5EF: 75%CPUTeamJumpsTo:31% m2m-WR1; // 31% m2m-HB; // 31% m2m-TE; // // F4-Pause(C8); F4-Pause(64); ,B601: 69%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: DC,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,B4DA: 63%CPUTeamJumpsTo:56% m2m-TE; // m2m-HB; // F5-Pause(5A C8); PassRush ,B617: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B628: 63% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 63%  m2m-TE; // 44% 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F5-Pause(5A C8); PassRush // m2m-HB; ,B644: 56% F4-Pause(14); m2m-WR2; // 44% 81%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // F5-Pause(5A C8); PassRush // m2m-FB; ,B5EF: 75%CPUTeamJumpsTo:31% m2m-WR1; // 31% m2m-HB; // 31% m2m-TE; // // F4-Pause(C8); F4-Pause(64); ,B601: 69%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: DD,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,B665: 56% 15-m2m-TE; ; m2m-TE; // 63%CPUTeamJumpsTo:56% m2m-TE; // m2m-HB; // F5-Pause(5A C8); PassRush ,B617: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F5-Pause(5A C8); PassRush ,BF09: 44%  PassRush; // 25%CPUTeamJumpsTo:m2m-TE; // PassRush; ,B628: 63% 06% m2m-WR1; // F4-Pause(1E); m2m-WR1; // 63%  m2m-TE; // 44% 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F5-Pause(5A C8); PassRush // m2m-HB; ,B644: 56% F4-Pause(14); m2m-WR2; // 44% 81%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // F5-Pause(5A C8); PassRush // m2m-FB; ,B30F: 56%  06% 13-m2m-WR1; ; m2m-WR1; // F4-Pause(32); 13-m2m-WR1; ; m2m-WR1; // 11-m2m-HB; ; m2m-HB; ,B66F: 56% 06% 14-m2m-WR2; ; m2m-WR2; // F4-Pause(1E); 14-m2m-WR2; ; m2m-WR2; // 44% 69%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 12-m2m-FB; ; m2m-FB; ,
Defense: DE,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,BF20: 25%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // ; PassRush; ,AFF9: 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,BC40: 81%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR2; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B262: 75%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(14); F4-Pause(AA); PassRush ,B682: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: DF,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,BF20: 25%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // ; PassRush; ,B690: 44% m2m-WR1; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B69A: 44% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 44% 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush // 56% m2m-HB; // m2m-FB; ,B262: 75%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(14); F4-Pause(AA); PassRush ,B682: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: E0,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,B6AD: 56% 11-m2m-HB; ; m2m-HB; // 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,BF20: 25%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // ; PassRush; ,B690: 44% m2m-WR1; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B69A: 44% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 44% 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush // 56% m2m-HB; // m2m-FB; ,B6B7: 56% 13-m2m-WR1; ; m2m-WR1; // 56% 75%CPUTeamJumpsTo:31% m2m-FB; // 38% m2m-WR1; // 38% m2m-WR2; // // F4-Pause(14); F4-Pause(AA); PassRush // ,B6C7: 44% 06% 14-m2m-WR2; ; m2m-WR2; // 14-m2m-WR2; ; m2m-WR2; // 56% 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 12-m2m-FB; ; m2m-FB; ,
Defense: E1,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,AFD7: 63%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F5-Pause(5A C8); PassRush ,AFE8: 56%CPUTeamJumpsTo:56% m2m-HB; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF03: PassRush; ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,BC40: 81%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR2; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B6D7: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(C8); PassRush ,B6E7: 69%CPUTeamJumpsTo:31% m2m-HB; // 31% m2m-FB; // 31% m2m-WR2; // // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: E2,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,AFD7: 63%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F5-Pause(5A C8); PassRush ,AFE8: 56%CPUTeamJumpsTo:56% m2m-HB; // m2m-TE; // F5-Pause(5A C8); PassRush ,BF03: PassRush; ,BAB5: 56% 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-WR1; ,B6F5: Motion(A0); 63% m2m-WR2; // 56% m2m-HB; // m2m-FB; ,B6D7: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(C8); PassRush ,B6E7: 69%CPUTeamJumpsTo:31% m2m-HB; // 31% m2m-FB; // 31% m2m-WR2; // // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,
Defense: E3,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,AFD7: 63%CPUTeamJumpsTo:56% m2m-HB; // m2m-FB; // F5-Pause(5A C8); PassRush ,B6AD: 56% 11-m2m-HB; ; m2m-HB; // 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,BF03: PassRush; ,BAB5: 56% 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-WR1; ,B6F5: Motion(A0); 63% m2m-WR2; // 56% m2m-HB; // m2m-FB; ,B70A: 56% 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(C8); PassRush // F4-Pause(64); 13-m2m-WR1; ; m2m-WR1; ,B71C: 63% 06% 12-m2m-FB; ; m2m-FB; // F4-Pause(50); 12-m2m-FB; ; m2m-FB; // 56% 69%CPUTeamJumpsTo:31% m2m-HB; // 31% m2m-FB; // 31% m2m-WR2; // // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 14-m2m-WR2; ; m2m-WR2; ,
Defense: E4,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,BF03: PassRush; ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B00C: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B72C: 56% F4-Pause(00); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,B8AF: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: E5,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,BF03: PassRush; ,B27E: 44% m2m-WR1; // 63% 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-FB; ,B34D: 56% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B72C: 56% F4-Pause(00); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,B8AF: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: E6,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,BC81: F5-Pause(5A C8); PassRush ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,BF03: PassRush; ,B27E: 44% m2m-WR1; // 63% 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush // m2m-FB; ,B34D: 56% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B2AF: 44% 13-m2m-WR1; ; m2m-WR1; // 12-m2m-FB; ; m2m-FB; ,B8AF: 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% 69%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 69%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // 56%  F4-Pause(6E); // F5-Pause(3C A0); ,
Defense: E7,A19B: F3-Pause(0A); PassRush; ,A1A7: F3-Pause(0A); PassRush; ,A1B3: PassRush; ,B7A5: F4-Pause(14); F5-Pause(50 82); PassRush ,B739: F4-Pause(50); F4-Pause(14); F5-Pause(3C 8C); PassRush ,B74A: F4-Pause(46); F4-Pause(14); F5-Pause(28 5A); 56%  // PassRush ,A1ED: PassRush; ,BC56: 88%CPUTeamJumpsTo:56% m2m-FB; // m2m-WR1; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B761: F4-Pause(3C); F5-Pause(46 78); PassRush ,B773: 75%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 06%  F4-Pause(28); 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,B78F: 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(14); F5-Pause(64 96); PassRush ,
Defense: E8,A19B: F3-Pause(0A); PassRush; ,A1A7: F3-Pause(0A); PassRush; ,A1B3: PassRush; ,B7A5: F4-Pause(14); F5-Pause(50 82); PassRush ,B739: F4-Pause(50); F4-Pause(14); F5-Pause(3C 8C); PassRush ,B74A: F4-Pause(46); F4-Pause(14); F5-Pause(28 5A); 56%  // PassRush ,A1ED: PassRush; ,B571: 44% m2m-WR1; // 44% 06% m2m-FB; // F4-Pause(1E); m2m-FB; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B7B7: 63% m2m-WR2; // F4-Pause(3C); F5-Pause(46 78); PassRush ,B773: 75%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 06%  F4-Pause(28); 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); ,B78F: 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(14); F5-Pause(64 96); PassRush ,
Defense: E9,A19B: F3-Pause(0A); PassRush; ,A1A7: F3-Pause(0A); PassRush; ,A1B3: PassRush; ,B7A5: F4-Pause(14); F5-Pause(50 82); PassRush ,B739: F4-Pause(50); F4-Pause(14); F5-Pause(3C 8C); PassRush ,B74A: F4-Pause(46); F4-Pause(14); F5-Pause(28 5A); 56%  // PassRush ,A1ED: PassRush; ,B571: 44% m2m-WR1; // 44% 06% m2m-FB; // F4-Pause(1E); m2m-FB; // 88%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(3C 78); PassRush ,B7B7: 63% m2m-WR2; // F4-Pause(3C); F5-Pause(46 78); PassRush ,B7C1: 44% 13-m2m-WR1; ; m2m-WR1; // 56% 75%CPUTeamJumpsTo:56% m2m-FB; // ; m2m-WR2; // 06%  F4-Pause(28); 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 12-m2m-FB; ; m2m-FB; ,B7D1: 56% 56% 69%CPUTeamJumpsTo:56% m2m-WR1; // m2m-WR2; // F4-Pause(14); F5-Pause(64 96); PassRush // 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; ,
Defense: EA,A29B: PassRush; ,A2A5: PassRush; ,A226: PassRush; ,A2B2: PassRush; ,A2BF: PassRush; ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,B826: F4-Pause(14); F5-Pause(50 82); PassRush ,B380: 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(64 96); PassRush ,B7E4: 81%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // F4-Pause(14); 31% 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F5-Pause(64 C8); PassRush ,B393: 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // F4-Pause(14); F5-Pause(64 96); PassRush ,B7FA: 69%CPUTeamJumpsTo:31% m2m-WR2; // 31% m2m-TE; // 31% m2m-WR1; // // 56%  56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F4-Pause(14); F5-Pause(64 96); PassRush ,
Defense: EB,A29B: PassRush; ,A2A5: PassRush; ,A226: PassRush; ,A2B2: PassRush; ,A2BF: PassRush; ,B4EE: 56%CPUTeamJumpsTo:[56%Jump B9D8; m2m-FB; 56%Jump B9DD; m2m-WR1; 56%Jump B9E2; m2m-WR2; 56%Jump B9CE; m2m-TE; 56%Jump B9D3; m2m-HB; // Circular Randoms]// F4-Pause(3C); F5-Pause(1E 8C); PassRush ,B826: F4-Pause(14); F5-Pause(50 82); PassRush ,B3C2: 44% m2m-HB; // 44% m2m-WR1; // 75%CPUTeamJumpsTo:56% m2m-WR1; // m2m-HB; // F4-Pause(14); F5-Pause(64 96); PassRush ,B816: 44% 06% m2m-WR2; // F4-Pause(1E); m2m-WR2; // 63% 81%CPUTeamJumpsTo:56% m2m-TE; // m2m-WR2; // F4-Pause(14); 31% 56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F5-Pause(64 C8); PassRush // m2m-TE; ,B393: 75%CPUTeamJumpsTo:56% m2m-HB; // ; m2m-WR1; // F4-Pause(14); F5-Pause(64 96); PassRush ,B7FA: 69%CPUTeamJumpsTo:31% m2m-WR2; // 31% m2m-TE; // 31% m2m-WR1; // // 56%  56% F4-Pause(00); // F4-Pause(14); F5-Pause(01 8C); // F4-Pause(14); F5-Pause(64 96); PassRush ,
